Category,Value,Timestamp
Category 3,98,2091-07-21
Category 4,27,2091-07-22
Category 0,12,2091-07-23
Category 1,25,2091-07-24
Category 2,78,2091-07-25
Category 3,38,2091-07-26
Category 4,97,2091-07-27
Category 0,59,2091-07-28
Category 1,17,2091-07-29
Category 2,89,2091-07-30
Category 3,43,2091-07-31
Category 4,75,2091-08-01
Category 0,85,2091-08-02
Category 1,74,2091-08-03
Category 2,93,2091-08-04
Category 3,70,2091-08-05
Category 4,16,2091-08-06
Category 0,26,2091-08-07
Category 1,95,2091-08-08
Category 2,88,2091-08-09
Category 3,71,2091-08-10
Category 4,10,2091-08-11
Category 0,90,2091-08-12
Category 1,22,2091-08-13
Category 2,20,2091-08-14
Category 3,51,2091-08-15
Category 4,33,2091-08-16
Category 0,73,2091-08-17
Category 1,62,2091-08-18
Category 2,20,2091-08-19
Category 3,76,2091-08-20
Category 4,69,2091-08-21
Category 0,33,2091-08-22
Category 1,83,2091-08-23
Category 2,25,2091-08-24
Category 3,45,2091-08-25
Category 4,21,2091-08-26
Category 0,86,2091-08-27
Category 1,23,2091-08-28
Category 2,78,2091-08-29
Category 3,43,2091-08-30
Category 4,16,2091-08-31
Category 0,37,2091-09-01
Category 1,64,2091-09-02
Category 2,22,2091-09-03
Category 3,33,2091-09-04
Category 4,76,2091-09-05
Category 0,84,2091-09-06
Category 1,20,2091-09-07
Category 2,47,2091-09-08
Category 3,59,2091-09-09
Category 4,51,2091-09-10
Category 0,95,2091-09-11
Category 1,67,2091-09-12
Category 2,35,2091-09-13
Category 3,82,2091-09-14
Category 4,51,2091-09-15
Category 0,51,2091-09-16
Category 1,38,2091-09-17
Category 2,21,2091-09-18
Category 3,68,2091-09-19
Category 4,61,2091-09-20
Category 0,46,2091-09-21
Category 1,46,2091-09-22
Category 2,45,2091-09-23
Category 3,62,2091-09-24
Category 4,11,2091-09-25
Category 0,85,2091-09-26
Category 1,29,2091-09-27
Category 2,81,2091-09-28
Category 3,32,2091-09-29
Category 4,84,2091-09-30
Category 0,41,2091-10-01
Category 1,20,2091-10-02
Category 2,50,2091-10-03
Category 3,89,2091-10-04
Category 4,79,2091-10-05
Category 0,78,2091-10-06
Category 1,12,2091-10-07
Category 2,51,2091-10-08
Category 3,85,2091-10-09
Category 4,15,2091-10-10
Category 0,61,2091-10-11
Category 1,53,2091-10-12
Category 2,33,2091-10-13
Category 3,86,2091-10-14
Category 4,33,2091-10-15
Category 0,69,2091-10-16
Category 1,41,2091-10-17
Category 2,78,2091-10-18
Category 3,38,2091-10-19
Category 4,66,2091-10-20
Category 0,56,2091-10-21
Category 1,98,2091-10-22
Category 2,77,2091-10-23
Category 3,15,2091-10-24
Category 4,23,2091-10-25
Category 0,59,2091-10-26
Category 1,65,2091-10-27
Category 2,76,2091-10-28
Category 3,90,2091-10-29
Category 4,26,2091-10-30
Category 0,86,2091-10-31
Category 1,48,2091-11-01
Category 2,30,2091-11-02
Category 3,44,2091-11-03
Category 4,37,2091-11-04
Category 0,65,2091-11-05
Category 1,88,2091-11-06
Category 2,32,2091-11-07
Category 3,87,2091-11-08
Category 4,99,2091-11-09
Category 0,66,2091-11-10
Category 1,36,2091-11-11
Category 2,47,2091-11-12
Category 3,24,2091-11-13
Category 4,84,2091-11-14
Category 0,94,2091-11-15
Category 1,16,2091-11-16
Category 2,100,2091-11-17
Category 3,25,2091-11-18
Category 4,72,2091-11-19
Category 0,56,2091-11-20
Category 1,79,2091-11-21
Category 2,37,2091-11-22
Category 3,24,2091-11-23
Category 4,77,2091-11-24
Category 0,62,2091-11-25
Category 1,63,2091-11-26
Category 2,58,2091-11-27
Category 3,83,2091-11-28
Category 4,29,2091-11-29
Category 0,87,2091-11-30
Category 1,36,2091-12-01
Category 2,78,2091-12-02
Category 3,50,2091-12-03
Category 4,36,2091-12-04
Category 0,65,2091-12-05
Category 1,39,2091-12-06
Category 2,47,2091-12-07
Category 3,83,2091-12-08
Category 4,89,2091-12-09
Category 0,96,2091-12-10
Category 1,15,2091-12-11
Category 2,30,2091-12-12
Category 3,59,2091-12-13
Category 4,34,2091-12-14
Category 0,41,2091-12-15
Category 1,15,2091-12-16
Category 2,46,2091-12-17
Category 3,89,2091-12-18
Category 4,70,2091-12-19
Category 0,81,2091-12-20
Category 1,91,2091-12-21
Category 2,89,2091-12-22
Category 3,90,2091-12-23
Category 4,45,2091-12-24
Category 0,33,2091-12-25
Category 1,56,2091-12-26
Category 2,41,2091-12-27
Category 3,21,2091-12-28
Category 4,46,2091-12-29
Category 0,56,2091-12-30
Category 1,41,2091-12-31
Category 2,94,2092-01-01
Category 3,46,2092-01-02
Category 4,91,2092-01-03
Category 0,51,2092-01-04
Category 1,96,2092-01-05
Category 2,67,2092-01-06
Category 3,35,2092-01-07
Category 4,90,2092-01-08
Category 0,38,2092-01-09
Category 1,21,2092-01-10
Category 2,35,2092-01-11
Category 3,21,2092-01-12
Category 4,43,2092-01-13
Category 0,27,2092-01-14
Category 1,24,2092-01-15
Category 2,54,2092-01-16
Category 3,31,2092-01-17
Category 4,36,2092-01-18
Category 0,42,2092-01-19
Category 1,62,2092-01-20
Category 2,53,2092-01-21
Category 3,22,2092-01-22
Category 4,80,2092-01-23
Category 0,78,2092-01-24
Category 1,66,2092-01-25
Category 2,29,2092-01-26
Category 3,56,2092-01-27
Category 4,28,2092-01-28
Category 0,99,2092-01-29
Category 1,63,2092-01-30
Category 2,48,2092-01-31
Category 3,76,2092-02-01
Category 4,40,2092-02-02
Category 0,65,2092-02-03
Category 1,66,2092-02-04
Category 2,12,2092-02-05
Category 3,92,2092-02-06
Category 4,92,2092-02-07
Category 0,73,2092-02-08
Category 1,10,2092-02-09
Category 2,88,2092-02-10
Category 3,37,2092-02-11
Category 4,59,2092-02-12
Category 0,51,2092-02-13
Category 1,20,2092-02-14
Category 2,23,2092-02-15
Category 3,56,2092-02-16
Category 4,98,2092-02-17
Category 0,54,2092-02-18
Category 1,62,2092-02-19
Category 2,71,2092-02-20
Category 3,43,2092-02-21
Category 4,65,2092-02-22
Category 0,60,2092-02-23
Category 1,79,2092-02-24
Category 2,94,2092-02-25
Category 3,48,2092-02-26
Category 4,45,2092-02-27
Category 0,36,2092-02-28
Category 1,51,2092-02-29
Category 2,94,2092-03-01
Category 3,58,2092-03-02
Category 4,49,2092-03-03
Category 0,95,2092-03-04
Category 1,80,2092-03-05
Category 2,100,2092-03-06
Category 3,53,2092-03-07
Category 4,14,2092-03-08
Category 0,82,2092-03-09
Category 1,17,2092-03-10
Category 2,81,2092-03-11
Category 3,70,2092-03-12
Category 4,45,2092-03-13
Category 0,30,2092-03-14
Category 1,45,2092-03-15
Category 2,79,2092-03-16
Category 3,26,2092-03-17
Category 4,69,2092-03-18
Category 0,78,2092-03-19
Category 1,12,2092-03-20
Category 2,46,2092-03-21
Category 3,18,2092-03-22
Category 4,20,2092-03-23
Category 0,91,2092-03-24
Category 1,23,2092-03-25
Category 2,71,2092-03-26
Category 3,83,2092-03-27
Category 4,60,2092-03-28
Category 0,21,2092-03-29
Category 1,67,2092-03-30
Category 2,97,2092-03-31
Category 3,74,2092-04-01
Category 4,29,2092-04-02
Category 0,74,2092-04-03
Category 1,45,2092-04-04
Category 2,42,2092-04-05
Category 3,61,2092-04-06
Category 4,34,2092-04-07
Category 0,12,2092-04-08
Category 1,51,2092-04-09
Category 2,52,2092-04-10
Category 3,23,2092-04-11
Category 4,99,2092-04-12
Category 0,15,2092-04-13
Category 1,42,2092-04-14
Category 2,65,2092-04-15
Category 3,62,2092-04-16
Category 4,63,2092-04-17
Category 0,86,2092-04-18
Category 1,67,2092-04-19
Category 2,39,2092-04-20
Category 3,33,2092-04-21
Category 4,79,2092-04-22
Category 0,14,2092-04-23
Category 1,43,2092-04-24
Category 2,98,2092-04-25
Category 3,92,2092-04-26
Category 4,30,2092-04-27
Category 0,22,2092-04-28
Category 1,37,2092-04-29
Category 2,78,2092-04-30
Category 3,93,2092-05-01
Category 4,53,2092-05-02
Category 0,93,2092-05-03
Category 1,35,2092-05-04
Category 2,52,2092-05-05
Category 3,48,2092-05-06
Category 4,65,2092-05-07
Category 0,22,2092-05-08
Category 1,44,2092-05-09
Category 2,29,2092-05-10
Category 3,33,2092-05-11
Category 4,31,2092-05-12
Category 0,38,2092-05-13
Category 1,72,2092-05-14
Category 2,76,2092-05-15
Category 3,59,2092-05-16
Category 4,24,2092-05-17
Category 0,35,2092-05-18
Category 1,60,2092-05-19
Category 2,69,2092-05-20
Category 3,41,2092-05-21
Category 4,18,2092-05-22
Category 0,85,2092-05-23
Category 1,32,2092-05-24
Category 2,86,2092-05-25
Category 3,98,2092-05-26
Category 4,31,2092-05-27
Category 0,15,2092-05-28
Category 1,47,2092-05-29
Category 2,72,2092-05-30
Category 3,51,2092-05-31
Category 4,11,2092-06-01
Category 0,25,2092-06-02
Category 1,41,2092-06-03
Category 2,21,2092-06-04
Category 3,66,2092-06-05
Category 4,19,2092-06-06
Category 0,19,2092-06-07
Category 1,41,2092-06-08
Category 2,56,2092-06-09
Category 3,22,2092-06-10
Category 4,32,2092-06-11
Category 0,94,2092-06-12
Category 1,40,2092-06-13
Category 2,57,2092-06-14
Category 3,23,2092-06-15
Category 4,51,2092-06-16
Category 0,17,2092-06-17
Category 1,91,2092-06-18
Category 2,54,2092-06-19
Category 3,54,2092-06-20
Category 4,22,2092-06-21
Category 0,89,2092-06-22
Category 1,77,2092-06-23
Category 2,12,2092-06-24
Category 3,42,2092-06-25
Category 4,83,2092-06-26
Category 0,50,2092-06-27
Category 1,56,2092-06-28
Category 2,14,2092-06-29
Category 3,61,2092-06-30
Category 4,50,2092-07-01
Category 0,42,2092-07-02
Category 1,41,2092-07-03
Category 2,37,2092-07-04
Category 3,41,2092-07-05
Category 4,50,2092-07-06
Category 0,96,2092-07-07
Category 1,13,2092-07-08
Category 2,100,2092-07-09
Category 3,13,2092-07-10
Category 4,88,2092-07-11
Category 0,46,2092-07-12
Category 1,25,2092-07-13
Category 2,33,2092-07-14
Category 3,56,2092-07-15
Category 4,35,2092-07-16
Category 0,96,2092-07-17
Category 1,26,2092-07-18
Category 2,96,2092-07-19
Category 3,24,2092-07-20
Category 4,16,2092-07-21
Category 0,80,2092-07-22
Category 1,50,2092-07-23
Category 2,29,2092-07-24
Category 3,86,2092-07-25
Category 4,95,2092-07-26
Category 0,91,2092-07-27
Category 1,57,2092-07-28
Category 2,19,2092-07-29
Category 3,62,2092-07-30
Category 4,66,2092-07-31
Category 0,12,2092-08-01
Category 1,63,2092-08-02
Category 2,23,2092-08-03
Category 3,50,2092-08-04
Category 4,54,2092-08-05
Category 0,36,2092-08-06
Category 1,26,2092-08-07
Category 2,27,2092-08-08
Category 3,70,2092-08-09
Category 4,84,2092-08-10
Category 0,80,2092-08-11
Category 1,50,2092-08-12
Category 2,17,2092-08-13
Category 3,76,2092-08-14
Category 4,32,2092-08-15
Category 0,16,2092-08-16
Category 1,14,2092-08-17
Category 2,86,2092-08-18
Category 3,11,2092-08-19
Category 4,80,2092-08-20
Category 0,63,2092-08-21
Category 1,45,2092-08-22
Category 2,28,2092-08-23
Category 3,82,2092-08-24
Category 4,61,2092-08-25
Category 0,98,2092-08-26
Category 1,12,2092-08-27
Category 2,72,2092-08-28
Category 3,77,2092-08-29
Category 4,100,2092-08-30
Category 0,96,2092-08-31
Category 1,50,2092-09-01
Category 2,92,2092-09-02
Category 3,30,2092-09-03
Category 4,38,2092-09-04
Category 0,34,2092-09-05
Category 1,30,2092-09-06
Category 2,15,2092-09-07
Category 3,68,2092-09-08
Category 4,52,2092-09-09
Category 0,46,2092-09-10
Category 1,83,2092-09-11
Category 2,41,2092-09-12
Category 3,62,2092-09-13
Category 4,31,2092-09-14
Category 0,85,2092-09-15
Category 1,81,2092-09-16
Category 2,70,2092-09-17
Category 3,13,2092-09-18
Category 4,52,2092-09-19
Category 0,37,2092-09-20
Category 1,44,2092-09-21
Category 2,41,2092-09-22
Category 3,78,2092-09-23
Category 4,87,2092-09-24
Category 0,30,2092-09-25
Category 1,16,2092-09-26
Category 2,88,2092-09-27
Category 3,42,2092-09-28
Category 4,19,2092-09-29
Category 0,40,2092-09-30
Category 1,58,2092-10-01
Category 2,39,2092-10-02
Category 3,84,2092-10-03
Category 4,73,2092-10-04
Category 0,12,2092-10-05
Category 1,66,2092-10-06
Category 2,22,2092-10-07
Category 3,88,2092-10-08
Category 4,82,2092-10-09
Category 0,14,2092-10-10
Category 1,72,2092-10-11
Category 2,90,2092-10-12
Category 3,99,2092-10-13
Category 4,67,2092-10-14
Category 0,63,2092-10-15
Category 1,100,2092-10-16
Category 2,56,2092-10-17
Category 3,86,2092-10-18
Category 4,39,2092-10-19
Category 0,84,2092-10-20
Category 1,24,2092-10-21
Category 2,97,2092-10-22
Category 3,50,2092-10-23
Category 4,88,2092-10-24
Category 0,30,2092-10-25
Category 1,80,2092-10-26
Category 2,78,2092-10-27
Category 3,11,2092-10-28
Category 4,59,2092-10-29
Category 0,93,2092-10-30
Category 1,65,2092-10-31
Category 2,24,2092-11-01
Category 3,37,2092-11-02
Category 4,82,2092-11-03
Category 0,61,2092-11-04
Category 1,60,2092-11-05
Category 2,68,2092-11-06
Category 3,30,2092-11-07
Category 4,42,2092-11-08
Category 0,32,2092-11-09
Category 1,30,2092-11-10
Category 2,36,2092-11-11
Category 3,17,2092-11-12
Category 4,17,2092-11-13
Category 0,44,2092-11-14
Category 1,42,2092-11-15
Category 2,68,2092-11-16
Category 3,96,2092-11-17
Category 4,69,2092-11-18
Category 0,40,2092-11-19
Category 1,13,2092-11-20
Category 2,66,2092-11-21
Category 3,45,2092-11-22
Category 4,94,2092-11-23
Category 0,67,2092-11-24
Category 1,78,2092-11-25
Category 2,14,2092-11-26
Category 3,15,2092-11-27
Category 4,42,2092-11-28
Category 0,50,2092-11-29
Category 1,30,2092-11-30
Category 2,31,2092-12-01
Category 3,68,2092-12-02
Category 4,65,2092-12-03
Category 0,12,2092-12-04
Category 1,14,2092-12-05
Category 2,23,2092-12-06
Category 3,50,2092-12-07
Category 4,11,2092-12-08
Category 0,47,2092-12-09
Category 1,26,2092-12-10
Category 2,47,2092-12-11
Category 3,86,2092-12-12
Category 4,100,2092-12-13
Category 0,27,2092-12-14
Category 1,24,2092-12-15
Category 2,92,2092-12-16
Category 3,78,2092-12-17
Category 4,85,2092-12-18
Category 0,35,2092-12-19
Category 1,81,2092-12-20
Category 2,79,2092-12-21
Category 3,82,2092-12-22
Category 4,56,2092-12-23
Category 0,26,2092-12-24
Category 1,22,2092-12-25
Category 2,56,2092-12-26
Category 3,56,2092-12-27
Category 4,86,2092-12-28
Category 0,36,2092-12-29
Category 1,68,2092-12-30
Category 2,100,2092-12-31
Category 3,90,2093-01-01
Category 4,54,2093-01-02
Category 0,27,2093-01-03
Category 1,30,2093-01-04
Category 2,76,2093-01-05
Category 3,63,2093-01-06
Category 4,72,2093-01-07
Category 0,20,2093-01-08
Category 1,20,2093-01-09
Category 2,34,2093-01-10
Category 3,10,2093-01-11
Category 4,66,2093-01-12
Category 0,96,2093-01-13
Category 1,15,2093-01-14
Category 2,28,2093-01-15
Category 3,17,2093-01-16
Category 4,16,2093-01-17
Category 0,61,2093-01-18
Category 1,59,2093-01-19
Category 2,51,2093-01-20
Category 3,28,2093-01-21
Category 4,26,2093-01-22
Category 0,47,2093-01-23
Category 1,16,2093-01-24
Category 2,45,2093-01-25
Category 3,55,2093-01-26
Category 4,92,2093-01-27
Category 0,60,2093-01-28
Category 1,70,2093-01-29
Category 2,57,2093-01-30
Category 3,45,2093-01-31
Category 4,16,2093-02-01
Category 0,70,2093-02-02
Category 1,18,2093-02-03
Category 2,74,2093-02-04
Category 3,39,2093-02-05
Category 4,100,2093-02-06
Category 0,100,2093-02-07
Category 1,96,2093-02-08
Category 2,10,2093-02-09
Category 3,18,2093-02-10
Category 4,68,2093-02-11
Category 0,57,2093-02-12
Category 1,52,2093-02-13
Category 2,67,2093-02-14
Category 3,45,2093-02-15
Category 4,25,2093-02-16
Category 0,62,2093-02-17
Category 1,33,2093-02-18
Category 2,17,2093-02-19
Category 3,94,2093-02-20
Category 4,71,2093-02-21
Category 0,80,2093-02-22
Category 1,89,2093-02-23
Category 2,21,2093-02-24
Category 3,30,2093-02-25
Category 4,43,2093-02-26
Category 0,93,2093-02-27
Category 1,39,2093-02-28
Category 2,57,2093-03-01
Category 3,75,2093-03-02
Category 4,19,2093-03-03
Category 0,15,2093-03-04
Category 1,100,2093-03-05
Category 2,81,2093-03-06
Category 3,70,2093-03-07
Category 4,28,2093-03-08
Category 0,64,2093-03-09
Category 1,35,2093-03-10
Category 2,54,2093-03-11
Category 3,29,2093-03-12
Category 4,93,2093-03-13
Category 0,76,2093-03-14
Category 1,33,2093-03-15
Category 2,52,2093-03-16
Category 3,90,2093-03-17
Category 4,55,2093-03-18
Category 0,70,2093-03-19
Category 1,22,2093-03-20
Category 2,89,2093-03-21
Category 3,66,2093-03-22
Category 4,45,2093-03-23
Category 0,65,2093-03-24
Category 1,22,2093-03-25
Category 2,57,2093-03-26
Category 3,90,2093-03-27
Category 4,29,2093-03-28
Category 0,53,2093-03-29
Category 1,49,2093-03-30
Category 2,44,2093-03-31
Category 3,100,2093-04-01
Category 4,77,2093-04-02
Category 0,68,2093-04-03
Category 1,78,2093-04-04
Category 2,100,2093-04-05
Category 3,44,2093-04-06
Category 4,15,2093-04-07
Category 0,13,2093-04-08
Category 1,43,2093-04-09
Category 2,34,2093-04-10
Category 3,40,2093-04-11
Category 4,89,2093-04-12
Category 0,60,2093-04-13
Category 1,80,2093-04-14
Category 2,40,2093-04-15
Category 3,22,2093-04-16
Category 4,13,2093-04-17
Category 0,75,2093-04-18
Category 1,20,2093-04-19
Category 2,44,2093-04-20
Category 3,53,2093-04-21
Category 4,64,2093-04-22
Category 0,77,2093-04-23
Category 1,39,2093-04-24
Category 2,40,2093-04-25
Category 3,45,2093-04-26
Category 4,53,2093-04-27
Category 0,74,2093-04-28
Category 1,24,2093-04-29
Category 2,12,2093-04-30
Category 3,78,2093-05-01
Category 4,47,2093-05-02
Category 0,78,2093-05-03
Category 1,42,2093-05-04
Category 2,93,2093-05-05
Category 3,66,2093-05-06
Category 4,89,2093-05-07
Category 0,29,2093-05-08
Category 1,33,2093-05-09
Category 2,98,2093-05-10
Category 3,35,2093-05-11
Category 4,88,2093-05-12
Category 0,14,2093-05-13
Category 1,57,2093-05-14
Category 2,99,2093-05-15
Category 3,62,2093-05-16
Category 4,20,2093-05-17
Category 0,65,2093-05-18
Category 1,10,2093-05-19
Category 2,22,2093-05-20
Category 3,100,2093-05-21
Category 4,13,2093-05-22
Category 0,64,2093-05-23
Category 1,30,2093-05-24
Category 2,71,2093-05-25
Category 3,98,2093-05-26
Category 4,92,2093-05-27
Category 0,46,2093-05-28
Category 1,12,2093-05-29
Category 2,31,2093-05-30
Category 3,34,2093-05-31
Category 4,13,2093-06-01
Category 0,19,2093-06-02
Category 1,46,2093-06-03
Category 2,83,2093-06-04
Category 3,18,2093-06-05
Category 4,26,2093-06-06
Category 0,93,2093-06-07
Category 1,80,2093-06-08
Category 2,90,2093-06-09
Category 3,50,2093-06-10
Category 4,95,2093-06-11
Category 0,47,2093-06-12
Category 1,63,2093-06-13
Category 2,62,2093-06-14
Category 3,20,2093-06-15
Category 4,90,2093-06-16
Category 0,53,2093-06-17
Category 1,66,2093-06-18
Category 2,80,2093-06-19
Category 3,32,2093-06-20
Category 4,45,2093-06-21
Category 0,50,2093-06-22
Category 1,88,2093-06-23
Category 2,63,2093-06-24
Category 3,56,2093-06-25
Category 4,68,2093-06-26
Category 0,24,2093-06-27
Category 1,63,2093-06-28
Category 2,59,2093-06-29
Category 3,43,2093-06-30
Category 4,88,2093-07-01
Category 0,39,2093-07-02
Category 1,68,2093-07-03
Category 2,49,2093-07-04
Category 3,78,2093-07-05
Category 4,33,2093-07-06
Category 0,69,2093-07-07
Category 1,75,2093-07-08
Category 2,19,2093-07-09
Category 3,25,2093-07-10
Category 4,23,2093-07-11
Category 0,91,2093-07-12
Category 1,13,2093-07-13
Category 2,82,2093-07-14
Category 3,22,2093-07-15
Category 4,19,2093-07-16
Category 0,81,2093-07-17
Category 1,86,2093-07-18
Category 2,55,2093-07-19
Category 3,92,2093-07-20
Category 4,53,2093-07-21
Category 0,59,2093-07-22
Category 1,89,2093-07-23
Category 2,59,2093-07-24
Category 3,83,2093-07-25
Category 4,32,2093-07-26
Category 0,35,2093-07-27
Category 1,94,2093-07-28
Category 2,40,2093-07-29
Category 3,25,2093-07-30
Category 4,74,2093-07-31
Category 0,99,2093-08-01
Category 1,15,2093-08-02
Category 2,81,2093-08-03
Category 3,89,2093-08-04
Category 4,31,2093-08-05
Category 0,74,2093-08-06
Category 1,13,2093-08-07
Category 2,49,2093-08-08
Category 3,64,2093-08-09
Category 4,46,2093-08-10
Category 0,98,2093-08-11
Category 1,86,2093-08-12
Category 2,42,2093-08-13
Category 3,97,2093-08-14
Category 4,47,2093-08-15
Category 0,31,2093-08-16
Category 1,95,2093-08-17
Category 2,49,2093-08-18
Category 3,12,2093-08-19
Category 4,89,2093-08-20
Category 0,92,2093-08-21
Category 1,17,2093-08-22
Category 2,58,2093-08-23
Category 3,60,2093-08-24
Category 4,32,2093-08-25
Category 0,42,2093-08-26
Category 1,57,2093-08-27
Category 2,14,2093-08-28
Category 3,68,2093-08-29
Category 4,98,2093-08-30
Category 0,92,2093-08-31
Category 1,40,2093-09-01
Category 2,10,2093-09-02
Category 3,42,2093-09-03
Category 4,91,2093-09-04
Category 0,62,2093-09-05
Category 1,87,2093-09-06
Category 2,54,2093-09-07
Category 3,27,2093-09-08
Category 4,28,2093-09-09
Category 0,68,2093-09-10
Category 1,64,2093-09-11
Category 2,60,2093-09-12
Category 3,17,2093-09-13
Category 4,39,2093-09-14
Category 0,54,2093-09-15
Category 1,87,2093-09-16
Category 2,20,2093-09-17
Category 3,88,2093-09-18
Category 4,99,2093-09-19
Category 0,36,2093-09-20
Category 1,51,2093-09-21
Category 2,45,2093-09-22
Category 3,71,2093-09-23
Category 4,77,2093-09-24
Category 0,42,2093-09-25
Category 1,78,2093-09-26
Category 2,98,2093-09-27
Category 3,57,2093-09-28
